# Undirected graph (each unordered pair of nodes is saved once): edges_1000.csv
# Nodes: 1000 Edges: 14445
# NodeId	NodeId
27	23756
27	23790
27	23791
27	26157
27	26855
27	27022
27	27268
27	27350
27	27401
27	27458
27	27921
27	28409
27	28620
27	29180
28	31
28	440
28	822
28	2618
28	5816
28	8502
28	9459
28	12868
28	18495
29	31
29	278
29	440
29	460
29	491
29	543
29	626
29	1029
29	1104
29	1162
29	1213
29	1228
29	1641
29	2494
29	2760
29	5931
29	6546
29	7354
29	8253
29	8502
29	13065
29	14126
29	14222
29	14790
29	18133
29	18581
29	19068
29	19616
29	19620
29	19626
29	19966
29	20116
29	20428
29	22936
29	22965
29	24057
29	26157
29	27401
29	27904
29	28620
30	31
30	40
30	278
30	440
30	460
30	491
30	500
30	504
30	512
30	539
30	543
30	822
30	1029
30	1046
30	1213
30	1228
30	1281
30	2618
30	2760
30	3121
30	7356
30	11519
30	12868
30	12975
30	30916
31	32
31	33
31	34
31	36
31	37
31	38
31	39
31	253
31	267
31	273
31	276
31	278
31	280
31	283
31	286
31	287
31	288
31	289
31	290
31	291
31	391
31	392
31	393
31	394
31	395
31	440
31	451
31	470
31	484
31	499
31	521
31	522
31	527
31	530
31	536
31	547
31	553
31	556
31	569
31	584
31	595
31	626
31	627
31	636
31	718
31	723
31	726
31	728
31	734
31	736
31	779
31	787
31	809
31	816
31	819
31	825
31	863
31	872
31	881
31	884
31	899
31	904
31	910
31	912
31	915
31	920
31	952
31	971
31	988
31	1003
31	1016
31	1029
31	1036
31	1038
31	1055
31	1056
31	1070
31	1072
31	1075
31	1077
31	1103
31	1104
31	1109
31	1110
31	1112
31	1119
31	1120
31	1131
31	1146
31	1149
31	1156
31	1162
31	1166
31	1169
31	1177
31	1182
31	1189
31	1198
31	1207
31	1218
31	1220
31	1222
31	1228
31	1229
31	1232
31	1239
31	1244
31	1252
31	1262
31	1263
31	1279
31	1872
31	2071
31	2077
31	2235
31	2504
31	2588
31	2590
31	2619
31	2746
31	3723
31	5024
31	5060
31	5165
31	5433
31	7000
31	7107
31	7175
31	7627
31	7884
31	8887
31	9726
31	10806
31	10942
31	12975
31	19252
31	29792
31	31471
32	38
32	460
32	491
32	500
32	539
32	626
32	796
32	1029
32	1213
32	1641
32	3082
32	3186
32	5418
32	6546
32	7608
32	8850
32	9459
32	11170
32	12807
32	12868
32	13065
32	13399
32	14222
32	14790
32	15668
32	18133
32	18599
32	20428
32	20509
32	20518
32	21069
32	21268
32	23283
32	23714
32	27401
32	28409
32	29180
33	40
33	278
33	440
33	460
33	491
33	512
33	543
33	822
33	1029
33	1162
33	1228
33	3186
33	3194
33	8253
33	9459
33	11170
33	12868
33	12975
33	13399
33	13458
33	14550
33	18133
33	19612
33	19626
33	20512
33	28409
33	30916
34	278
34	440
34	543
34	626
34	1029
34	1228
34	2494
34	3121
34	5931
34	6546
34	7354
34	8253
34	8502
34	12868
34	12975
34	13065
34	13458
34	13977
34	14222
34	14790
34	18133
34	18495
34	18581
34	19068
34	19612
34	19616
34	19620
34	19626
34	19966
34	20116
34	22936
34	23505
34	23790
34	26157
34	27022
34	27904
34	28620
34	30916
36	38
36	40
36	278
36	391
36	440
36	460
36	491
36	500
36	504
36	512
36	531
36	539
36	541
36	543
36	626
36	796
36	822
36	951
36	1029
36	1046
36	1054
36	1104
36	1162
36	1213
36	1215
36	1218
36	1228
36	1281
36	1624
36	1641
36	1763
36	1872
36	1882
36	2082
36	2127
36	2494
36	2603
36	2608
36	2618
36	2661
36	2760
36	3082
36	3121
36	3153
36	3155
36	3186
36	3194
36	4909
36	5418
36	5518
36	5566
36	5630
36	5816
36	5848
36	5864
36	5931
36	5939
36	5947
36	6046
36	6546
36	7152
36	7155
36	7295
36	7296
36	7354
36	7356
36	7608
36	7726
36	7741
36	7762
36	7940
36	8223
36	8253
36	8447
36	8495
36	8502
36	8508
36	8547
36	8850
36	8910
36	9376
36	9457
36	9459
36	9472
36	9673
36	9684
36	9685
36	9698
36	9726
36	11170
36	11321
36	11382
36	11480
36	11519
36	12027
36	12150
36	12541
36	12790
36	12807
36	12846
36	12868
36	12975
36	13065
36	13356
36	13399
36	13458
36	13977
36	14021
36	14116
36	14126
36	14222
36	14550
36	14790
36	14795
36	15454
36	15537
36	15601
36	15668
36	15672
36	18133
36	18495
36	18581
36	18599
36	18942
36	19068
36	19074
36	19245
36	19252
36	19290
36	19612
36	19616
36	19620
36	19626
36	19627
36	19703
36	19727
36	19966
36	20073
36	20116
36	20418
36	20428
36	20446
36	20509
36	20512
36	20518
36	21067
36	21069
36	21071
36	21268
36	22936
36	22951
36	22952
36	22965
36	23283
36	23307
36	23505
36	23645
36	23714
36	23756
36	23790
36	23791
36	24057
36	24059
36	24275
36	24552
36	24567
36	24585
36	25103
36	25107
36	26157
36	26816
36	26855
36	27022
36	27268
36	27345
36	27350
36	27401
36	27458
36	27904
36	27921
36	28267
36	28409
36	28569
36	28620
36	28641
36	28933
36	29180
36	29792
36	30053
36	30916
36	31077
36	31097
36	31368
36	31891
36	32510
36	32723
36	33725
36	33880
36	34409
36	34555
36	41330
36	42017
37	278
37	440
37	460
37	491
37	543
37	626
37	822
37	1029
37	1104
37	1162
37	1213
37	1228
37	1641
37	2618
37	3082
37	3186
37	7608
37	9459
37	9698
37	11170
37	12807
37	13399
37	13458
37	18133
37	18495
37	19612
37	19627
37	20428
37	27268
37	30053
37	30916
38	39
38	114
38	267
38	286
38	380
38	391
38	400
38	407
38	412
38	415
38	416
38	419
38	420
38	423
38	424
38	425
38	426
38	427
38	430
38	432
38	433
38	434
38	435
38	436
38	439
38	440
38	441
38	442
38	451
38	456
38	460
38	463
38	464
38	466
38	468
38	470
38	474
38	477
38	478
38	479
38	482
38	483
38	484
38	486
38	490
38	491
38	494
38	497
38	498
38	499
38	500
38	502
38	504
38	505
38	512
38	513
38	515
38	521
38	522
38	524
38	526
38	527
38	528
38	530
38	531
38	533
38	534
38	536
38	539
38	541
38	543
38	796
38	1029
38	1054
38	1104
38	1162
38	1213
38	1281
38	1641
38	1896
38	5418
38	8447
38	8850
38	8866
38	9698
38	11480
38	13399
38	20446
38	31368
39	391
39	440
39	491
39	1029
39	1054
39	1104
39	1162
39	1213
39	1228
39	2494
39	2618
39	5931
39	6546
39	7354
39	8253
39	8502
39	9459
39	13399
39	14222
39	14790
39	18133
39	19245
39	19616
39	19620
39	19626
39	19966
39	20116
39	20512
39	22936
39	23505
39	23790
39	26157
39	27022
39	27904
39	28409
39	28620
40	90
40	92
40	111
40	112
40	113
40	114
40	192
40	207
40	208
40	209
40	210
40	220
40	222
40	223
40	226
40	229
40	244
40	245
40	251
40	253
40	254
40	255
40	256
40	257
40	267
40	269
40	271
40	273
40	274
40	275
40	276
40	277
40	278
40	279
40	280
40	281
40	282
40	283
40	284
40	285
40	286
40	287
40	288
40	289
40	290
40	291
40	292
40	293
40	297
40	310
40	373
40	374
40	375
40	376
40	378
40	379
40	380
40	381
40	382
40	383
40	386
40	390
40	391
40	392
40	393
40	394
40	395
40	399
40	400
40	404
40	405
40	406
40	407
40	504
40	1104
40	5142
90	491
90	1641
90	7608
90	12868
90	14222
90	21071
90	21268
90	27268
92	460
92	626
92	1162
92	1641
92	7608
92	8850
92	12868
92	18133
92	21071
92	26157
111	2494
111	6546
111	7296
111	8910
111	11519
111	12027
111	12150
111	12807
111	14550
111	14795
111	15672
111	18599
111	19616
111	21268
111	23307
111	26157
111	26855
111	28620
111	28641
111	28933
111	29180
112	5630
112	8910
112	11519
112	12807
112	14550
112	18599
112	20446
112	21268
112	23791
112	29180
113	822
113	1641
113	5630
113	7155
113	9459
113	12807
113	14021
113	14222
113	15601
113	18133
113	18599
113	18942
113	19627
113	21069
113	23283
113	23791
113	29180
114	278
114	391
114	460
114	491
114	500
114	822
114	1029
114	1228
114	1281
114	1882
114	7608
114	14021
114	14222
114	21071
114	21268
114	23714
114	28409
114	29180
192	1641
192	3121
192	9726
192	11170
192	12846
192	12868
192	14126
192	14222
192	18599
192	20509
192	21071
192	21268
192	23791
192	27350
192	29180
192	41601
207	2618
207	7762
207	8910
207	9673
207	14795
207	20116
207	24552
207	25107
207	27350
207	29180
207	30053
208	796
208	2618
208	7741
208	7762
208	9472
208	9673
208	9698
208	19252
208	27350
209	6546
209	9673
209	11519
209	12807
209	14021
209	14116
209	25107
209	27022
209	27350
209	28569
209	28933
209	29180
209	30053
209	30916
210	1763
210	2082
210	5939
210	6546
210	7741
210	7762
210	8508
210	8547
210	8910
210	9472
210	9673
210	12027
210	12790
210	12807
210	14021
210	14116
210	14795
210	15672
210	19074
210	19252
210	20116
210	24585
210	25107
210	26855
210	27022
210	27350
210	28569
210	28933
210	29180
210	30916
220	491
220	1029
220	1054
220	1162
220	1213
220	1228
220	2618
220	3153
220	5418
220	5630
220	9698
220	13399
220	20512
222	822
222	1228
222	1641
222	1882
222	5418
222	12807
222	12868
223	626
223	1029
223	1213
223	1641
223	7608
223	13065
223	14126
223	15601
223	23283
223	27268
226	491
226	626
226	1029
226	1641
226	5518
226	5816
226	12807
226	12868
226	13399
226	14126
226	14222
226	18133
226	20428
229	278
229	539
229	822
229	1029
229	1104
229	1228
229	1281
229	1641
229	7155
229	8223
229	12868
229	21268
244	278
244	543
244	626
244	796
244	822
244	1029
244	1213
244	1228
244	1641
244	7125
244	7608
244	8223
244	12868
244	13399
244	14222
244	15601
244	18133
244	18495
244	21268
244	23283
244	27401
245	278
245	822
245	1162
245	2618
245	12868
245	13399
245	18133
245	21268
251	543
251	626
251	1029
251	1228
251	7608
251	11519
251	12868
251	18133
251	21268
253	278
253	440
253	460
253	491
253	500
253	543
253	626
253	796
253	822
253	1029
253	1054
253	1104
253	1162
253	1213
253	1228
253	8850
253	11519
253	12868
253	12975
253	14222
253	18133
253	18581
253	19612
253	27268
253	30916
254	539
254	822
254	1029
254	1104
254	2603
254	7608
254	22936
255	539
255	822
255	1228
255	3121
255	7608
255	22936
256	539
256	822
256	1029
256	1228
256	1281
256	7155
256	21268
256	22936
257	531
257	539
257	822
257	1104
257	1228
257	1281
257	5518
257	7152
257	7155
257	7608
257	11480
257	22936
267	278
267	391
267	460
267	491
267	500
267	504
267	512
267	539
267	822
267	1029
267	1054
267	1104
267	1228
267	1281
267	1641
267	1882
267	2494
267	3082
267	5518
267	5816
267	5931
267	6546
267	7155
267	7296
267	7354
267	7741
267	8253
267	8502
267	9457
267	9684
267	11480
267	11519
267	12807
267	12868
267	13065
267	13399
267	14222
267	14550
267	14790
267	15601
267	15668
267	18133
267	19068
267	19616
267	19620
267	19626
267	19966
267	20116
267	20428
267	20512
267	21268
267	22936
267	22951
267	23283
267	23505
267	23714
267	23756
267	23790
267	24567
267	26157
267	27022
267	27401
267	27458
267	27904
267	27921
267	28409
267	28620
267	29180
269	278
269	460
269	500
269	531
269	796
269	822
269	1029
269	1054
269	1104
269	1281
269	2494
269	2603
269	5518
269	5931
269	6546
269	7152
269	7354
269	8253
269	8502
269	11480
269	12807
269	13065
269	13356
269	14222
269	14790
269	19068
269	19616
269	19620
269	19626
269	19966
269	20116
269	22936
269	22965
269	23505
269	23756
269	23790
269	26157
269	27022
269	27904
269	28620
271	278
271	440
271	460
271	491
271	500
271	539
271	543
271	626
271	796
271	822
271	1029
271	1046
271	1054
271	1104
271	1162
271	1213
271	1228
271	1641
271	2494
271	2618
271	2760
271	5816
271	5931
271	6546
271	7354
271	8253
271	8502
271	12868
271	13065
271	13458
271	13977
271	14222
271	14550
271	14790
271	18133
271	18581
271	19068
271	19612
271	19616
271	19620
271	19626
271	19966
271	20116
271	22936
271	23505
271	23790
271	24057
271	26157
271	27022
271	28409
271	28620
271	30916
273	539
273	1162
273	1228
273	7125
273	12868
273	13399
273	18133
273	21268
274	278
274	440
274	460
274	500
274	539
274	543
274	796
274	1029
274	1046
274	1104
274	1228
274	2494
274	2603
274	5816
274	5931
274	6546
274	7354
274	8223
274	8253
274	8502
274	11519
274	12868
274	13065
274	13977
274	14222
274	14550
274	14790
274	15668
274	18133
274	18581
274	19068
274	19252
274	19612
274	19616
274	19620
274	19626
274	19966
274	20116
274	21268
274	22936
274	22951
274	22965
274	23505
274	24057
274	26157
274	27022
274	27458
274	28620
274	30916
275	278
275	440
275	460
275	491
275	500
275	504
275	539
275	543
275	626
275	796
275	822
275	1029
275	1054
275	1104
275	1162
275	1213
275	1228
275	1281
275	2618
275	3186
275	9698
275	11519
275	12868
275	14222
275	18133
275	18495
275	19612
275	20428
275	22936
275	30916
276	278
276	440
276	460
276	491
276	500
276	504
276	539
276	543
276	626
276	796
276	822
276	1029
276	1054
276	1104
276	1162
276	1213
276	1228
276	1641
276	2494
276	2618
276	3082
276	3186
276	5816
276	5931
276	6546
276	7354
276	8253
276	8502
276	11519
276	12807
276	12868
276	13065
276	13399
276	13458
276	14222
276	14550
276	14790
276	18133
276	18495
276	19068
276	19612
276	19616
276	19620
276	19626
276	19627
276	19966
276	20116
276	20428
276	21268
276	22936
276	23505
276	23790
276	24057
276	26157
276	27022
276	27401
276	27904
276	27921
276	28409
276	28620
277	278
277	440
277	460
277	500
277	539
277	543
277	796
277	822
277	1029
277	1228
277	1641
277	2494
277	5931
277	6546
277	7354
277	7608
277	8253
277	8502
277	9684
277	12868
277	13399
277	13458
277	14126
277	14222
277	14550
277	14790
277	15668
277	18133
277	18495
277	19068
277	19616
277	19620
277	19626
277	19966
277	20116
277	20518
277	21268
277	22936
277	22965
277	23505
277	23790
277	26157
277	27022
277	27350
277	27904
277	28409
277	28620
278	279
278	280
278	282
278	283
278	284
278	286
278	287
278	288
278	289
278	290
278	390
278	391
278	392
278	393
278	394
278	395
278	399
278	400
278	420
278	424
278	440
278	442
278	451
278	460
278	466
278	474
278	484
278	491
278	500
278	515
278	521
278	522
278	527
278	543
278	546
278	547
278	553
278	556
278	560
278	569
278	570
278	584
278	587
278	590
278	595
278	601
278	606
278	627
278	630
278	635
278	646
278	655
278	663
278	671
278	688
278	694
278	700
278	726
278	728
278	734
278	757
278	760
278	776
278	779
278	781
278	782
278	793
278	796
278	814
278	819
278	820
278	822
278	825
278	827
278	832
278	833
278	851
278	860
278	861
278	862
278	863
278	872
278	881
278	884
278	891
278	899
278	904
278	910
278	912
278	915
278	920
278	936
278	940
278	946
278	952
278	961
278	964
278	1003
278	1009
278	1013
278	1029
278	1035
278	1036
278	1037
278	1038
278	1055
278	1070
278	1072
278	1077
278	1080
278	1104
278	1109
278	1110
278	1114
278	1119
278	1162
278	1164
278	1177
278	1189
278	1198
278	1213
278	1222
278	1228
278	1232
278	1239
278	1243
278	1246
278	1252
278	1254
278	1261
278	1262
278	1270
278	1279
278	1893
278	1900
278	1912
278	1985
278	1991
278	2585
278	2586
278	2589
278	2590
278	2635
278	5024
278	5336
278	5656
278	5849
278	6940
278	7179
278	7206
278	7263
278	7461
278	7608
278	7845
278	7850
278	7884
278	7913
278	7917
278	12807
278	12868
278	13458
278	14126
278	18133
278	18581
278	19612
278	24057
278	27401
278	30916
279	440
279	460
279	491
279	539
279	543
279	626
279	822
279	1029
279	1046
279	1054
279	1104
279	1162
279	1228
279	7152
279	11519
279	12807
279	12868
279	13458
279	14126
279	18133
279	18581
279	19612
279	21268
279	27401
279	30916
280	391
280	440
280	460
280	491
280	500
280	531
280	543
280	626
280	796
280	822
280	1029
280	1054
280	1104
280	1162
280	1213
280	1228
280	1281
280	3082
280	3155
280	9698
280	11519
280	12975
280	18133
280	24057
280	30916
281	440
281	460
281	491
281	543
281	626
281	822
281	1029
281	1215
281	1228
281	3186
281	12868
281	12975
281	13458
281	14126
281	18133
281	19612
282	440
282	460
282	543
282	822
282	1029
282	1228
282	3121
282	18133
282	18581
282	30916
283	460
283	543
283	822
283	1029
283	1228
283	1641
283	2603
283	8495
283	18495
283	19612
284	440
284	460
284	491
284	512
284	543
284	822
284	1029
284	1104
284	1162
284	1213
284	1228
284	1641
284	2494
284	3082
284	5931
284	6546
284	7354
284	8253
284	8502
284	9459
284	13399
284	13458
284	13977
284	14222
284	14790
284	18133
284	18581
284	19068
284	19612
284	19616
284	19620
284	19626
284	20116
284	21069
284	22936
284	22965
284	23505
284	26157
284	27022
284	27458
284	27904
284	28409
284	28620
285	460
285	822
285	1029
285	1641
285	7608
285	11519
285	12868
285	13399
285	14126
285	18133
285	20518
285	21268
285	27350
285	30916
286	391
286	440
286	460
286	491
286	512
286	543
286	626
286	822
286	1029
286	1054
286	1104
286	1162
286	1213
286	1228
286	1641
286	2494
286	2618
286	5931
286	6546
286	7354
286	8253
286	8502
286	8910
286	12868
286	13065
286	13399
286	13458
286	13977
286	14222
286	14790
286	15668
286	18133
286	19068
286	19612
286	19616
286	19620
286	19626
286	19966
286	20116
286	21268
286	22936
286	22951
286	22965
286	23505
286	26157
286	27022
286	27401
286	27458
286	27904
286	28409
286	28620
287	440
287	491
287	539
287	543
287	626
287	822
287	1029
287	1054
287	1104
287	1162
287	1213
287	1228
287	2618
287	2760
287	3186
287	7608
287	11519
287	12868
287	13399
287	18133
287	18495
287	20428
287	21268
287	24057
287	28409
287	30916
288	440
288	460
288	491
288	500
288	539
288	543
288	626
288	822
288	1029
288	1054
288	1104
288	1162
288	1213
288	1228
288	2494
288	2618
288	3186
288	5816
288	5931
288	6546
288	7354
288	7608
288	8253
288	8502
288	9684
288	11519
288	12868
288	13065
288	13977
288	14126
288	14222
288	14550
288	14790
288	15668
288	18133
288	18495
288	19068
288	19612
288	19616
288	19620
288	19626
288	19966
288	20116
288	20428
288	20512
288	21268
288	22936
288	23505
288	23790
288	24057
288	26157
288	27350
288	28620
288	30916
289	440
289	460
289	491
289	500
289	539
289	543
289	626
289	796
289	822
289	1029
289	1054
289	1162
289	1213
289	1228
289	1641
289	2494
289	2618
289	3186
289	5816
289	5931
289	6546
289	7354
289	7608
289	8253
289	8502
289	11170
289	11519
289	12868
289	13065
289	13399
289	13458
289	13977
289	14126
289	14222
289	14550
289	14790
289	15668
289	18133
289	18495
289	19068
289	19612
289	19616
289	19620
289	19626
289	19966
289	20116
289	21268
289	22936
289	22965
289	23505
289	23790
289	23791
289	24057
289	26157
289	27022
289	27350
289	27904
289	28620
289	30916
290	440
290	460
290	491
290	539
290	543
290	626
290	822
290	1029
290	1104
290	1162
290	1228
290	1641
290	2494
290	3186
290	5816
290	5931
290	6546
290	7354
290	7608
290	8253
290	8502
290	12807
290	12868
290	13065
290	13356
290	13399
290	13458
290	13977
290	14126
290	14222
290	14550
290	14790
290	15668
290	18133
290	18495
290	19068
290	19252
290	19612
290	19616
290	19620
290	19626
290	19966
290	20116
290	20428
290	21268
290	22936
290	22965
290	23505
290	23790
290	26157
290	27022
290	27350
290	27458
290	27904
290	28620
290	30916
291	440
291	460
291	491
291	543
291	626
291	822
291	1029
291	1162
291	1228
291	1641
291	2608
291	3082
291	3186
291	7608
291	8223
291	8850
291	12807
291	12868
291	13399
291	14126
291	14222
291	18133
291	18495
291	18581
291	19252
291	19627
291	20428
291	21268
291	24567
291	27268
291	27350
291	30916
292	822
292	1213
292	1641
292	12807
292	12868
292	13399
292	18133
292	18495
292	21268
292	27268
292	27350
293	1029
293	1641
293	3186
293	12868
293	13399
293	18133
293	20428
293	21268
293	27350
297	1641
297	3121
297	7608
297	12868
297	13399
297	14126
297	18133
297	20518
297	21268
297	27350
310	796
310	1029
310	1213
310	5630
310	8910
310	11519
310	23283
310	27022
373	2608
373	7741
373	18133
373	18599
373	21268
373	26855
373	28569
374	7741
374	18133
374	19727
374	20518
374	21268
374	26855
374	28569
375	2608
375	7741
375	12150
375	20518
375	21268
375	26855
375	28569
376	2608
376	7741
376	12150
376	18133
376	18599
376	21268
376	26855
376	28569
378	2608
378	7741
378	9698
378	12150
378	18133
378	18599
378	19727
378	21268
378	23714
378	26855
378	28569
379	1641
379	5947
379	6546
379	11170
379	18495
379	18599
379	19074
379	20518
379	21268
379	22965
379	24567
379	29180
379	30916
380	7152
380	8253
380	8910
380	11519
380	12541
380	14795
380	19616
380	21268
380	25107
380	28641
380	28933
380	29180
380	30916
381	1641
381	6546
381	7296
381	8253
381	8910
381	11519
381	12807
381	14795
381	19616
381	21268
381	25107
381	28620
381	28641
381	29180
382	6046
382	6546
382	8910
382	11519
382	12807
382	14021
382	14795
382	18581
382	21268
382	26855
382	28620
382	28641
382	29180
383	1641
383	1763
383	2494
383	7296
383	8910
383	9685
383	11519
383	12807
383	14021
383	14126
383	18133
383	20446
383	21268
383	23307
383	23756
383	27022
383	28569
383	28641
383	29180
383	30916
386	2608
386	5418
386	7741
386	11519
386	12150
386	18133
386	18599
386	18942
386	20428
386	21268
386	23791
386	24552
386	26855
